source,imageURLs,productURL,reviewURL,sku,brand,model,modelNumber,title,price,ratingAvgDisplay,ratingNum,ratingAvg,questionNum,batteryLife,totalStorageCapacity,storageType,operatingSystem,processorCores,processorBrand,processorSpeedBase,processorModel,systemMemoryRam,systemMemoryRamType,graphics,screenSize,screenResolution,screenResolutionName,productWeight,color,numberOfUsbPortsTotal,numberOfUsb2Ports,numberOfUsb3Ports,backlitKeyboard,internetConnectivity,bluetoothEnabled,touchScreen,titleStandard,ReviewsN,ReviewsN_Student,ReviewsN_Professional,ReviewsN_Creative,ReviewsN_Gaming,Reviews_Personal,Reviews_travel,reviews,reviewSnippets,Bad Reviews,StudentReviews,CreativeReviews,ProfessionalReviews,GamingReviews.1,PersonalReviews,TravellingReviews,Detected_Categories
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Lenovo-LenovoBook 344,https://www.amazon.de/Lenovo-LenovoBook 344#reviews,LEN3989,Lenovo,LenovoBook 344,LEN-2872,Lenovo LenovoBook 344 Laptop,1369.41,3.5,467,4.8,5,6 hours,256GB Hybrid,SSD,Windows 10,4,Intel,2.5 GHz,i3-1115G4,16 GB,DDR4,AMD Radeon Vega 8,15.6 inch,2560 x 1600,Retina,1.9 kg,Grey,4,0,3,Yes,Wi-Fi 6,No,No,"Lenovo LenovoBook 344, 15.6 inch, 2560 x 1600, i5-1135G7, 16GB RAM","Stop working after a couple months. Right after the return window closed. || Attention. This computer does not come with an SD card.. you can’t download things || It is good ,I think it is a good choice for wowan,it is light. || Overall very great laptop. Just wished I wasn't fooled by the fake aluminium look. || Everything is so good. The minor problem is that sounds are not enough loudly. || Perfect overall performance, not so impreesing battery life, no backlit keyboard... || Bought as a gift for my wife. She loves it. || Good value for money. Had it for some months and I don't have any complaint. || It came in perfect condition and it's a great laptop! || fine device - no problems so far, everything worked out of the box. thank you || Lake everything about the laptop, just wish it had a magnetic connection for the charger. || Just what I was looking for, Fast , Light and Great Screen ! || This laptop is a good tool for basic computing and web surfing. || Great computer for basically anything but heavy gaming or video editing || Arrived on time and as described. It is performing as expected. I recommend this seller! || Great quality for the price. Excellent performance. Wonderful dolby sound. || Just getting used to all the features! Absolutely love it. || What you pay is what you get! Worth the money! || Jab a badly worn charging cable was disappointed with that || Excellent laptop, working great. No issues at all. Thanks a lot. Best Regards",,,,,,,Smooth for gaming || Low frame rate occasionally,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,Accurate touch input for illustration  ,,,,,professional || none || none || none || none || none || none || none || none || professional || none || none || personal || gaming || none || none || none || none || none || professional
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Lenovo-LenovoBook 969,https://www.amazon.de/Lenovo-LenovoBook 969#reviews,LEN7196,Lenovo,LenovoBook 969,LEN-1654,Lenovo LenovoBook 969 Laptop,954.01,3.6,126,4.9,15,11 hours,512GB Hybrid,Hybrid,Linux,6,AMD,2.3 GHz,Ryzen 5 5600U,16 GB,DDR4,Apple GPU,14 inch,1366 x 768,HD,2.1 kg,Silver,2,1,3,Yes,Wi-Fi 6,No,No,"Lenovo LenovoBook 969, 14 inch, 1366 x 768, M2, 32GB RAM","Needed it to run videos/karaoke for serato dj, everything is running smooth || Description said Windows 10 Professional. Came with Windows 7 Professional. Bad quality control. || Unable to get it off airplane mode, very very frustrated || It does everything you would expect a laptop to do. || Just used five weeks, the disk died, cannot use it anymore. || Battery latch was broken when the item arrived. Laptop is inoperable. || Very slow even though it's equipped with a SSD and i7 processor. || &nbsp;CHARGER IS VERY OLD THEY MUST CHANGE IT BY NEW ONE || This is a scam we I received another different computer || I bought this two years ago for school. Still works like a new one! || For the price, you can’t beat it. First computer for a child. || Given as a gift. No clue on all these questions! || Plastic shell on screen came apart in less than one year. Otherwise a great Chromebook || Good value entry level Chromebook. ticks all the right boxes || This model is the MacBook Pro (Retina, 15-inch, Late 2013). || Unless you are just using the internet, this computer is trash. Absolutely no storage space. || Love it so far! Yes, very light and soft touch to use. || Excellent replacement for a computer that had a hard drive die. Lightweight and fast processing. || Light weight, touch screen or mouse, thin and easy to carry..... love it. || This is the perfect computer for me for the cost. Great features.",,,,,,,Great for daily tasks || Battery drains fast,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,Smooth multitasking in design tools,,,,,none || professional || none || none || none || none || none || none || none || professional || none || none || none || none || none || none || none || travel || travel || none
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Asus-AsusBook 839,https://www.amazon.de/Asus-AsusBook 839#reviews,ASU8860,Asus,AsusBook 839,ASU-9558,Asus AsusBook 839 Laptop,1024.76,4.3,308,4.6,43,10 hours,1024GB Hybrid,Hybrid,Linux,2,AMD,3.0 GHz,i3-1115G4,8 GB,DDR4,Intel Iris Xe,14 inch,2560 x 1600,Retina,2.1 kg,Blue,3,1,3,No,Wi-Fi 6,Yes,Yes,"Asus AsusBook 839, 14 inch, 2560 x 1600, i7-1255U, 16GB RAM","exactly what I was looking for... meets my needs and expectation || Battery life around 6 hours Am happy with condition of product || Very pleased with this Laptop. So happy with this purchase so far. || Everything with the product is perfect, just like new. No issues at all. || This lap top is a good price for the features. Love the lighted key pad! || The computer does not have the features that was advertised || This is my second laptop 💻 and I love it. For the price it’s unbeatable || I like how light it was and brand new it looks || Can make the Mic work, and the charger looked like new but stopped charging. || I received the product fast it is everything I expected || It's a refurbished, low cost, like-new laptop. I am quite pleased with this purchase. || Purchased 3 computers and all 3 computers did not work || The charger is not working properly it just charge until 11% || locked up while trying to reset the computer. need to return. || Battery doesn’t last long at all and it gets hot || It was delivered on time by UPS. Also everything works, no defects at this point. || Very nice condition- like new. I tried everything out and it works great! || Perfect start up and came with a 95 KW battery. A pleasant surprise. || So far so good I just opened it last night || Its good for something simple but you can't do much with it.",,,,,,,Perfect for students || Touchpad not responsive,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,Handles multitasking with ease  ,,,,none || none || none || none || none || none || none || none || professional || none || none || professional || professional || none || none || professional || professional || none || none || none
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/HP-HPBook 108,https://www.amazon.de/HP-HPBook 108#reviews,HP6485,HP,HPBook 108,HP-1236,HP HPBook 108 Laptop,1448.38,3.8,305,4.8,35,12 hours,512GB Hybrid,SSD,Windows 10,2,Apple,3.3 GHz,Ryzen 5 5600U,32 GB,DDR4,Intel Iris Xe,13.3 inch,1366 x 768,HD,1.8 kg,Grey,2,1,1,Yes,Wi-Fi 6,No,No,"HP HPBook 108, 13.3 inch, 1366 x 768, i5-1135G7, 8GB RAM","Great battery life! Fast and reliable. I would have never known its a refurb! || The laptop is clean and runs like a brand new one. || ""L"" key doesn't work properly. Have to press it in hard for it to work. || Mr Dickson, helped our company out. He made it right by providing replacement batteries. || Not the right model super old wasted my money should have returned item || Loved how the unit looked Brand New. Operating just like the one i replaced. || So far this has been an excellent Laptop. Works great. || Just getting use to my product now. No issues to report || Battery’s life off charger is a little short but bare able || I DJ and it works grate with my DJ equipment || Great value for the money. I bought it to travel with. || Works as advertised. Great deal. Low resolution screen but I expected that. || No dislikes I ordered a laptop and they sent me one || Responsive and portable laptop. Customer service from seller was excellent. || Very fast and light. Just like a new laptop. Shipping took longer than expected . || Laptop looks like new and performs as expected. Great purchase || Excellent purchase. The laptop was in prime condition and its battery working almost like new. || First time buying a refurbished computer and so far I’m very satisfied with the purchase. || This computer exceeded my expectations. I couldn't be more pleased. || I did not like because hasn’t Serial at Windows. Don’t have Touch Screen.",,,,,,,Perfect for students || Touchpad not responsive,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,Great battery for office use  ,,,,none || none || professional || none || none || none || professional || none || none || professional || travel || professional || none || travel || none || none || professional || none || none || none
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Asus-AsusBook 782,https://www.amazon.de/Asus-AsusBook 782#reviews,ASU9085,Asus,AsusBook 782,ASU-7687,Asus AsusBook 782 Laptop,1179.9,4.2,145,4.5,25,8 hours,512GB Hybrid,Hybrid,Linux,4,AMD,1.9 GHz,Ryzen 5 5600U,16 GB,DDR4,NVIDIA MX450,14 inch,1920 x 1080,Full HD,1.7 kg,Grey,2,1,1,Yes,Wi-Fi 6,No,No,"Asus AsusBook 782, 14 inch, 1920 x 1080, M2, 32GB RAM","So far so good. Working great for the purpose I bought it for. || This is a wonderful machine! automatic updates, so user friendly! very happy! || I can use for only one hour. It goes dead. || Seems to work fine my wife uses it everyday day || This computer has great functionality and completes all my expectations. || Love it! Great value, couldn't ask for better. Great product and service! || I like the idea that it has a Smart Card reader || No scratch on a screen or on a keyboard Right now it’s works good || Great buy for the money, would recommend and purchase again || Two of my keys on the keyboard do not light up !!! || Good esthetics and functionality, the hardware is right what it was specified. Very good experience. || Great machine! Super value for the money. I love it! || Item is malfunctioning. Never used it. I will return it to the warranty department || this item is in my country , El Salvador. its working just fine. customer happy. || To my surprise this laptop was very flimsy Low quality. || It good for its price, but dont expect a gaming laptop from this price || Does what I need but still slower then my fire tablet || I enjoyed the compact feature..it was used for personal reasons || Works as it should have it as a gift does what it needs to do || Great laptop, works fast and just as I expected. Good value",,,,,,,Fast boot and app load || No USB-C port,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,Fast boot and reliable performance  ,,,,professional || none || none || professional || none || none || none || professional || none || none || none || none || none || professional || none || gaming || none || personal || professional || professional
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Lenovo-LenovoBook 943,https://www.amazon.de/Lenovo-LenovoBook 943#reviews,LEN2084,Lenovo,LenovoBook 943,LEN-2157,Lenovo LenovoBook 943 Laptop,314.02,4.9,481,4.8,43,11 hours,256GB HDD,Hybrid,Windows 11,8,Apple,1.8 GHz,i7-1255U,16 GB,DDR4,AMD Radeon Vega 8,14 inch,2560 x 1600,Retina,1.8 kg,Grey,2,0,3,Yes,Wi-Fi 6,Yes,No,"Lenovo LenovoBook 943, 14 inch, 2560 x 1600, Ryzen 5 5600U, 32GB RAM","The price was good but it didn’t have DVD. I returned it unopened || Compact but very fast and does everything a full size laptop does || Love it. Easy to take along with you. Compact size. || Love that it's so small it makes it easy to bring around || This is exactly what my daughter needed for school and streaming videos || only thing i dont like doesnt have regular sd card port || Perfect size and set up. Easy to follow directions...love it! || Did not work properly took forever to power on went completely out after 6 months || Loved it. But was looking for something more For business type of computer || Needed a ""travel"" computer. Ready to go, easy to use. || I gave this to my husband since his old laptop died. He really loves it! || Looks good. Solid quality but the title says 14' but it's not. Specs say 11' || Great love it light, easy to use, simple, & affordable. || Very happy with this Chromebook. Exactly as described. Happy with quality. I would recommend. || Love chrome, seems constructed well. Awesome key pad, great feel. Sharp screen. || I am very happy with this purchase. I love the touchscreen || This stopped working after 6 months of use. Do not buy. || Great package. I am impressed with the features that came with this laptop. Thank you. || will be getting another soon. price is good for the value. || Shipped with Lenovo box opened and screen would not turn on.",,,,,,,Fast boot and app load || No USB-C port,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,Smooth experience with office apps  ,,,,none || travel || travel || none || student || none || none || professional || professional || travel || none || none || none || none || none || none || professional || none || none || none
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Lenovo-LenovoBook 929,https://www.amazon.de/Lenovo-LenovoBook 929#reviews,LEN3946,Lenovo,LenovoBook 929,LEN-6178,Lenovo LenovoBook 929 Laptop,1297.89,4.9,221,4.4,23,12 hours,512GB SSD,Hybrid,Linux,8,Intel,3.2 GHz,i5-1135G7,16 GB,DDR4,AMD Radeon Vega 8,14 inch,1920 x 1080,Full HD,2.2 kg,Silver,3,1,2,Yes,Wi-Fi 5,Yes,No,"Lenovo LenovoBook 929, 14 inch, 1920 x 1080, i3-1115G4, 16GB RAM","I have been using it almost a year now. I loved it. || Good speed, compatible with gaming platform. Wish it had a camera though. || This refurbished laptop malfunctioned within two hours of initial use. || Nice laptop, perfect for doing my taxes on. Boots up quickly, excellent for the price || I love how light it is and the speed of it. || I like the camera quality I recommend if you like quality || The battery life on the computer sucks. It over heats way to fast. || a great starter Chromebook for our daughter, but an adult would need more computing power. || Just met a year of having this laptop. The charging port has stopped working. Disappointed. || Works great for remote learning. Touch screen is responsive. Pen works great || Very easy to use great touch screen nice quilty for the money!!! || Unit would run certain programs. Selling company took the unit back. Thank you || I got this for my daughter. It is well worth the money. Highly suggest. || Good product, I brought for my children’s school helpful and easy to use. || What can I say? For the price Slow slow slow. I would never buy again. || It stopped working in less then 2 months..not a happy camper... || Like the chromebook alot with the touchscreen I recomend you get it || Great battery and great performance. Lots of bloatware that I don't want or need. || the best value on the market for its price and high specs || Laptop stopped charging after a few months. Now I have to buy another one.",,,,,,,Great for daily tasks || Battery drains fast,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,Keyboard perfect for long typing  ,,,,none || gaming || none || none || none || none || none || none || professional || professional || none || none || none || student || none || professional || none || none || none || none
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Lenovo-LenovoBook 742,https://www.amazon.de/Lenovo-LenovoBook 742#reviews,LEN6124,Lenovo,LenovoBook 742,LEN-5453,Lenovo LenovoBook 742 Laptop,1236.07,4.9,179,3.8,16,9 hours,256GB SSD,SSD,Windows 10,2,Intel,2.9 GHz,i3-1115G4,8 GB,DDR4,NVIDIA MX450,15.6 inch,1366 x 768,HD,2.4 kg,Silver,3,0,3,Yes,Wi-Fi 6,No,No,"Lenovo LenovoBook 742, 15.6 inch, 1366 x 768, i3-1115G4, 32GB RAM","The mac arrived very well packed, original charger and working amazing. Totally recommend. || I just love Macs. Would never use anything but a Mac. || Loved my new computer. Computer looks new and came on time . Would buy again. || NEVER EVEN OPEN AND I HAD TO SENT IT BACK , IT WAS HORRIBLW || Great laptop fast and couldn’t be happier . Will definitely be doing business again! || I am not familiar with this computer It is""like new"" No it is not. || Nobody will listen to this until I escalate. PLEASE FIX THIS || So far it works well. It can be glitchy sometimes but overall I’m happy. || Crisp screen Very good battery Good performance (web browsing/youtube/netflix/ms office) Very useful for students || nice to have very fast operations and long battery life || It’s a great laptop. I’m not crazy about no CD player. || I love the ability to go from regular laptop to tablet and all is amazing! || This is the best laptop money can buy. Simply can't beat it. || great fast computer. if you have good wifi, it’s like instant to any screen || Wonderful device, did everything well, at a low price point. || I use it for internet mainly. So far so good. || The family wanted a good laptop. Price, specs and looks matched. || Awesome I love it was so worth what I spent. || This is the best ultrabook ever made. Incredible looks and performance. || Had this Computer for 8 months. Just stopped charging. Complete waste of money.",,,,,,,Sleek design || Gets fingerprint smudges,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,Minimal fan noise during meetings  ,,,,professional || none || none || none || professional || none || none || professional || professional || none || none || none || none || none || none || none || none || none || none || none
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Acer-AcerBook 915,https://www.amazon.de/Acer-AcerBook 915#reviews,ACE5328,Acer,AcerBook 915,ACE-6528,Acer AcerBook 915 Laptop,876.43,4.2,113,4.1,8,12 hours,256GB Hybrid,SSD,macOS,2,Intel,2.8 GHz,i7-1255U,16 GB,DDR4,NVIDIA MX450,15.6 inch,1366 x 768,HD,1.2 kg,Grey,2,0,1,Yes,Wi-Fi 6,Yes,Yes,"Acer AcerBook 915, 15.6 inch, 1366 x 768, i7-1255U, 16GB RAM","These are refurbished units which is not listed in the product description. || Surprisingly fast, no complaints at all. Very happy with it. || Laptop worked then the charger blew out in a few hours of opening || Product is not as described. They sell used laptops as a refurbished || Some keys of the keyboard not working. Had to send it back. || service call seems to have solved the problem......I need to review everything || My computer doesn’t stay online! It cuts me off when I’m working on it! || I like the fact it looks new but the battery dies so quickly || &nbsp;The laptop was lasted me at least a month before it started to stop charging || This is a great computer great for multi-tasking. I am very pleased, thank you! || The Solid State Drive died after just three months of very light use. || Very good condition, looks like new, everything working 100% includiing very good bat. life || Laptop was good condition it’s pretty heavy good for use basic things || Works as it should. Got it for my son for school and he loves it || I received the product in poor condition, it never ignited || Dead on arrival. Would not charge. Great on returning and refund. || Battery lasted 6 months. Purchased a replacement but still not charging || Very please with the product. Seems to be even more durable than I expected. || Changed my review - Seller was not perfect but did the right thing without fuss || Only problem is the audio volume is barely loud enough to hear",,,,,,,Fast boot and app load || No USB-C port,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,Sharp display for reading reports  ,,,,none || none || professional || none || professional || none || professional || none || none || none || none || professional || none || professional || none || none || none || none || none || none
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Acer-AcerBook 627,https://www.amazon.de/Acer-AcerBook 627#reviews,ACE1285,Acer,AcerBook 627,ACE-1777,Acer AcerBook 627 Laptop,458.9,3.6,191,4.9,15,12 hours,1024GB Hybrid,HDD,Windows 11,2,Intel,2.7 GHz,Ryzen 5 5600U,8 GB,DDR4,NVIDIA MX450,14 inch,1920 x 1080,Full HD,2.0 kg,Grey,4,2,1,Yes,Wi-Fi 6,Yes,Yes,"Acer AcerBook 627, 14 inch, 1920 x 1080, M2, 32GB RAM","The table has a excellent condition, no scratches nor damages, functionality 100% || Very good quality. Looks as new. A little bit slow, as expected. || Very pleased with the product performance and capabilities of convenience. || It has good size screen which is easy to read. Also has very good performance. || Very close to brand new. Looks good runs good. I would buy another one. || It came without the top rubber. How am I going to use it? Really disappointing. || Use daily for work and laptop screen at night to play my games! || A little heavy but can overlook it, because it's a 2 in 1.. || Received laptop and it is not a touchscreen as described || The laptop was slow to start with and completely stopped working after 3 months. || A protective film was applied to cover the scratches on the top plate. || Better than the other mini lab top good size and mad fast, thank you Google! || Didn't come with a power chord. Not very happy about that. || Wonderful school computer. Works well with web based assignments & classlink. || I have used this for two years. Pretty slow, but stable. Poor battery life. || Great little computer! I don't need much, so this was great! || Great item I’ve had it for a month now and I love it || Good for school work and youtube. Processor too slow for Roblox!!!! || This refurnished Laptop shipped promptly as stated, and is on its way to college || Great laptop in excellent condition! Much nicer than I expected!!",,,,,,,Fast boot and app load || No USB-C port,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,Solid build for work environment  ,,,,none || none || none || none || none || none || gaming || none || none || professional || none || none || none || professional || none || none || none || gaming || student || none
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Lenovo-LenovoBook 764,https://www.amazon.de/Lenovo-LenovoBook 764#reviews,LEN6549,Lenovo,LenovoBook 764,LEN-8268,Lenovo LenovoBook 764 Laptop,1074.6,4.0,53,4.7,45,6 hours,1024GB Hybrid,SSD,Linux,2,Apple,3.5 GHz,i5-1135G7,32 GB,DDR4,Apple GPU,13.3 inch,1366 x 768,HD,2.0 kg,Black,2,2,3,Yes,Wi-Fi 5,Yes,Yes,"Lenovo LenovoBook 764, 13.3 inch, 1366 x 768, i7-1255U, 32GB RAM","Still I didn’t use, but the laptop is clean and looks in very good condition. || Great deal.no problems yet my son uses it for gameing || Had a issue with the battery and and it was handled very quickly || This is my first ever gaming laptop and i realy like it 5 Stars!!! || Laptop works like new and upgraded to Windows 11. Screen quality is clear and defined || Laptop looks and works just like new. Immediately upgraded to Windows 11. || Not in very good condition. Lots of scratches on laptop housing. I wouldn’t buy again. || I have had no problem with this laptop. I do recommend this product || it works for what I want but it gets very hot on the bottom || The computer was as advertised. The charger was defective, but the seller helped correct that. || This laptop is first class. Glad I bought it! Great value! || I got a really nice refurbished laptop for a good price. Honestly surprised! || Doesn't comply with windows 11 platform requirements but a good machine no Les || It was in pretty good condition. Working on getting it all set up. Fast delivery || I disliked the fact that the ports are not working || Screen not as large as I thought it would be || The equipment was delivered on time. Works like new with no visible scratch. Like it. || It was not what I expected and I returned because i did not need anymore. || Order was late and left on front step . Product was good || Accurate description of item including all components. Like new condition.",,,,,,,Smooth for gaming || Low frame rate occasionally,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,Good connectivity for docking station  ,,,,none || gaming || none || gaming || professional || professional || none || none || professional || none || student || none || none || professional || professional || none || professional || none || none || none
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Asus-AsusBook 503,https://www.amazon.de/Asus-AsusBook 503#reviews,ASU3183,Asus,AsusBook 503,ASU-6365,Asus AsusBook 503 Laptop,1327.37,4.6,335,3.6,37,11 hours,1024GB HDD,SSD,Windows 10,2,AMD,2.3 GHz,i7-1255U,32 GB,DDR4,NVIDIA MX450,17 inch,1920 x 1080,Full HD,2.2 kg,Black,3,2,2,No,Wi-Fi 6,Yes,Yes,"Asus AsusBook 503, 17 inch, 1920 x 1080, Ryzen 5 5600U, 8GB RAM","I would’ve given it a 5 star if it had a build in stylus || A couple keys came off just a bit too easy || Excelent, i would like to buy two units more.... NICE || Would have been a great computer I think if the speakers weren't already blown out. || This is exactly what was described and works great! Love this laptop. || The description says Windows 10 Pro, but I got it with Windows 10 Home. :-/ || Do not buy,battery life terrible, spent over 2300.00 for a laptop I can’t use anymore! || Much faster than the HP I replaced, no problems, I'd buy again || Working okay so far waiting to see how it hold s up || Value for money. Speed is a bit slow but it's enough for my basic use. || Good enough computer for checking email and work with office || This helped my student become more mobile, and it served his needs. || Keyboard died before it made it a year. Crashes and freezes often. Avoid. || I DIDN'T LIKE THE CURSOR MOVING, DROPPED CHARACTORS QUITE OFTEN || Not much you can do with this computer since it is really slow. || Not even 6months in use and it won't charge. Now it's dead..... || size, speed, and reliability... you can trust this machine. Trackpad could be more responsive || You will not receive a FHD screen when ordering this laptop. Avoid! || I LIKE IT! Its looks new and everything as expected. || It doesn’t have touch screen but everything about it is perfect",,,,,,,Great for daily tasks || Battery drains fast,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,Runs video calls without lag,,,,none || none || none || none || professional || none || none || none || professional || none || personal || student || none || none || none || none || none || none || none || none
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/HP-HPBook 891,https://www.amazon.de/HP-HPBook 891#reviews,HP9812,HP,HPBook 891,HP-6650,HP HPBook 891 Laptop,787.35,4.5,55,4.2,42,7 hours,256GB Hybrid,Hybrid,macOS,2,AMD,2.8 GHz,Ryzen 5 5600U,16 GB,DDR4,Apple GPU,13.3 inch,1366 x 768,HD,2.0 kg,Grey,3,0,2,No,Wi-Fi 6,No,No,"HP HPBook 891, 13.3 inch, 1366 x 768, M2, 32GB RAM","So far, working like new. Good battery life, loud speakers. || Don't get one. They are so buggy and freeze My 45$ Kindle works better || Awesome quality for what I paid for it!! Very impressed! || Didnt last a month before the battery wont hold a charge. Waste of money || I love my laptop it works just as if it were brand new! || Very high quality product. Looked like new upon arrival. Works perfectly || Purchase speed, features for a fraction of the cost of a new computer. || This machine does not have a thumb drive! Only a full sized SD card slot. || Good value for a laptop. Good color expression. Booting from ssd is very fast. || This is an amazing laptop. Love this and I have never regretted this one bit || Battery last for 2 hours I didn't this down to 5% || Absolutely great value, I purchased the used like new version and received a wonderful product. || Love me some payment plans, no regrets, nice machine, hope the hinges hold up. || Like the size. Not to small. Easy to use and take everywhere || It won’t let me down load dash board since loading Windows 11. || Great for school and personal use! Amazing screen and long battery! Very fast and light. || The headphone jack doesn’t work. You are better off getting a new one. || Terrible. It can not run excel that requires real time data downloading ....$2000 ha || I liked the speed of the computer and the physical state || Excellent computer. Perfect for its intended needs. Touch screen works wonderfully.",,,,,,,Fast boot and app load || No USB-C port,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,,,Handles modern games smoothly  ,,professional || professional || none || none || professional || professional || none || none || none || none || none || none || none || none || none || personal || professional || none || none || professional
Amazon,['https://images.unsplash.com/photo-1517336714731-489689fd1ca8'],https://www.amazon.de/Acer-AcerBook 179,https://www.amazon.de/Acer-AcerBook 179#reviews,ACE1751,Acer,AcerBook 179,ACE-5728,Acer AcerBook 179 Laptop,1028.79,4.9,202,4.0,3,9 hours,512GB Hybrid,Hybrid,Linux,2,AMD,2.6 GHz,i5-1135G7,16 GB,DDR4,NVIDIA MX450,13.3 inch,2560 x 1600,Retina,2.4 kg,Grey,4,1,3,Yes,Wi-Fi 6,No,No,"Acer AcerBook 179, 13.3 inch, 2560 x 1600, Ryzen 5 5600U, 16GB RAM","Perfect little machine! Just the right size to carry around campus. || Exactly what I expected. Works for what I need it for. || My daughter likes the size. It fits in her backpack for school. || This was just as described and more than I expected! Worth every penny! || the overall machine is well done and works great. Fast!!!! || Great laptop, it is better if it has hdmi port || It like new no scratches no show of use work great !!!! || Great laptop so far. Great price and fast shipping. Love it! || Doesn’t work. This is a joke Do not buy!!!! DO NOT BUY!!!! || Brought a few months ago this laptop is really good || It's not touch screen. I can use it quite well || there is no HMDI port but it was specifically advertised as having one || This is a compact and small on the go laptop. Perfect for quick trip. || This chromebook looks great, is a good size and it performs pretty quick || Easy to set up and is quick and my wife likes it very much!! || I’m very happy with my Acer. Refurbished and very pleased || Clunky, big and bulky... not what you would expect out of a newer laptop. || Very nice computer, bought for my son he loves it. || Large screen size is extra useful for the price I paid for it. || Great buy, I'm glad I choose this one. Big screen. Recommended from a IT specialist.",,,,,,,Sleek design || Gets fingerprint smudges,Handles AAA titles smoothly || Great refresh rate display || Low input lag || Good thermal control || Loud and clear audio,Weak Wi-Fi in airports || Screen glare in sunlight || Charger bulky for travel || Scratches easily || Gets hot on lap,,,,,High refresh rate screen  ,,travel || professional || student || none || professional || none || professional || none || professional || none || none || none || travel || none || none || none || none || none || none || none
